,Facility.Name,Facility.City,Facility.State Name,Facility.State Abbreviation,Rating.Effectiveness,Procedure.Hip Knee.Cost,Rating.Mortality,Rating.Overall,Procedure.Heart Failure.Value,Rating.Timeliness,Rating.Experience,Procedure.Hip Knee.Quality,Procedure.Heart Attack.Quality,Procedure.Heart Failure.Quality,Procedure.Hip Knee.Value,Procedure.Pneumonia.Quality,Rating.Imaging,Facility.Type,Rating.Safety,Rating.Readmission,Procedure.Heart Attack.Value,Procedure.Pneumonia.Value,Procedure.Pneumonia.Cost,Procedure.Heart Attack.Cost,Procedure.Heart Failure.Cost
482,Advocate Christ Hospital & Medical Center,Oak Lawn,Illinois,IL,Same,23685,Above,2,Higher,Below,Below,Average,Average,Better,Higher,Better,Above,Church,Below,Below,Higher,Higher,18402,25959,18874
483,Methodist Medical Center Of Illinois,Peoria,Illinois,IL,Same,19449,Below,4,Average,Below,Above,Average,Average,Worse,Lower,Average,Same,Private,Above,Above,Average,Average,18116,22118,16438
484,Delnor Community Hospital,Geneva,Illinois,IL,Same,19437,Above,5,Average,Same,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Average,16785,24361,17309
485,Silver Cross Hospital  And Medical Centers,New Lenox,Illinois,IL,Below,22620,Above,4,Average,Same,Above,Average,Average,Average,Average,Better,Above,Private,Above,Below,Higher,Average,16721,25507,17181
486,Presence Saint Joseph Hospital - Elgin,Elgin,Illinois,IL,Same,22100,Same,4,Higher,Above,Below,Average,Average,Average,Average,Average,Same,Church,Above,Above,Higher,Higher,20240,28173,19178
487,Advocate Lutheran General Hospital,Park Ridge,Illinois,IL,Same,23482,Above,5,Higher,Same,Same,Average,Average,Average,Higher,Better,Above,Church,Above,Above,Higher,Higher,19753,26455,18082
488,Presence Saint Joseph Hospital - Chicago,Chicago,Illinois,IL,Same,23973,Above,4,Average,Same,Below,Average,Average,Better,Higher,Average,Same,Church,Above,Same,Average,Average,17669,24452,17509
489,Edward Hospital,Naperville,Illinois,IL,Same,22306,Above,5,Average,Same,Above,Average,Average,Better,Average,Average,Same,Private,Above,Above,Higher,Average,17570,26724,17161
490,Saint Anthony Medical Center,Rockford,Illinois,IL,Same,21467,Same,2,Average,Same,Below,Average,Average,Average,Average,Average,Same,Church,Above,Below,Average,Average,17776,25166,15942
491,Illinois Valley Community Hospital,Peru,Illinois,IL,Same,18305,Same,3,Lower,Above,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Below,Average,Average,16598,23626,14983
492,Mercyhealth Hospital Rockton Avenue,Rockford,Illinois,IL,Same,19891,Same,3,Average,Above,Below,Average,Average,Average,Lower,Average,Same,Private,Same,Same,Average,Average,18092,25283,16388
493,Central Dupage Hospital,Winfield,Illinois,IL,Same,21789,Same,5,Average,Same,Above,Better,Average,Average,Average,Average,Same,Private,Same,Above,Average,Higher,18331,25779,17211
494,Advocate South Suburban Hospital,Hazel Crest,Illinois,IL,Same,19944,Same,3,Average,Below,Below,Average,Average,Average,Lower,Average,Same,Church,Same,Above,Average,Average,18215,25383,17338
495,Community First Medical Center,Chicago,Illinois,IL,Same,24978,Same,1,Higher,Same,Below,Average,Average,Average,Higher,Average,Same,Private,Above,Below,Average,Higher,20143,23768,18292
496,Northwest Community Hospital 1,Arlington Heights,Illinois,IL,Same,24179,Below,3,Higher,Above,Same,Average,Average,Average,Higher,Average,Same,Private,Below,Above,Average,Higher,19171,24446,17691
497,Alexian Brothers Medical Center 1,Elk Grove Village,Illinois,IL,Same,25686,Above,4,Higher,Same,Below,Average,Average,Better,Higher,Better,Same,Church,Same,Above,Higher,Higher,18993,26573,18733
498,Genesis Health System,Silvis,Illinois,IL,Same,19778,Same,2,Average,Same,Below,Average,Average,Worse,Lower,Average,Same,Government,Same,Above,Average,Average,16336,25050,15494
499,Loyola University Medical Center,Maywood,Illinois,IL,Same,24112,Above,2,Higher,Below,Same,Average,Average,Average,Higher,Average,Same,Private,Below,Below,Higher,Average,18319,26713,17753
500,Northwestern Memorial Hospital,Chicago,Illinois,IL,Same,22022,Above,3,Lower,Below,Above,Average,Better,Better,Average,Better,Below,Private,Below,Below,Average,Average,16863,22066,15233
501,Kishwaukee Community Hospital,Dekalb,Illinois,IL,Same,18765,Same,3,Average,Same,Same,Average,Average,Average,Lower,Average,Same,Private,Same,Above,Average,Average,16932,23849,17797
502,Advocate Good Samaritan Hospital,Downers Grove,Illinois,IL,Same,23304,Above,4,Higher,Same,Above,Average,Average,Better,Higher,Better,Above,Church,Below,Above,Higher,Higher,18490,26090,19317
503,Anderson Hospital,Maryville,Illinois,IL,Same,19357,Same,3,Average,Same,Above,Average,Average,Average,Lower,Average,Same,Private,Same,Above,Higher,Average,16563,26488,16547
504,St Alexius Medical Center,Hoffman Estates,,IL,Same,25672,Above,4,Higher,Same,Below,Average,Average,Better,Higher,Average,Same,Church,Below,Above,Average,Higher,20106,25798,18468
505,Advocate Good Shepherd Hospital,Barrington,Illinois,IL,Same,21680,Above,4,Higher,Same,Same,Average,Average,Average,Average,Average,Same,Church,Below,Above,Average,Average,17954,25721,18121
506,Adventist Bolingbrook Hospital,Bolingbrook,Illinois,IL,Same,29678,Same,2,Average,Above,Same,Average,Average,Average,Higher,Average,Same,Private,Below,Below,Average,Average,17805,23003,17110
507,Methodist Hospitals Inc,Gary,Indiana,IN,Same,23916,Above,3,Higher,Below,Same,Average,Average,Better,Higher,Average,Same,Private,Above,Below,Average,Average,18152,26183,17779
508,Hendricks Regional Health,Danville,,IN,Above,20395,Same,4,Average,Above,Above,Average,Average,Average,Lower,Average,Below,Government,Above,Same,Average,Average,18085,22994,16131
509,La Porte Hospital,La Porte,Indiana,IN,Same,21410,Below,3,Average,Above,Below,Average,Average,Average,Average,Average,Same,Private,Below,Above,Average,Average,18440,24298,17083
510,Community Howard Regional Health Inc,Kokomo,Indiana,IN,Same,20310,Same,4,Higher,Above,Same,Average,Average,Average,Lower,Average,Same,Private,Same,Above,Average,Higher,20214,25682,18379
511,St Catherine Hospital Inc,East Chicago,Indiana,IN,Same,22381,Above,4,Higher,Same,Above,Average,Average,Better,Average,Average,Same,Private,Below,Above,Higher,Higher,22795,27185,20273
512,St Vincent Kokomo,Kokomo,Indiana,IN,Same,22968,Below,4,Average,Above,Above,Average,Average,Average,Higher,Average,Same,Church,Above,Above,Average,Higher,18707,24111,17738
513,Marion General Hospital,Marion,Indiana,IN,Same,21020,Same,3,Average,Same,Same,Average,Average,Average,Average,Average,Same,Private,Below,Above,Average,Lower,15362,22090,16374
514,Saint Joseph Regional Medical Center,Mishawaka,Indiana,IN,Same,18476,Below,3,Average,Same,Below,Average,Average,Worse,Lower,Average,Same,Private,Same,Above,Lower,Average,17658,21996,16070
515,Franciscan Health Michigan City,Michigan City,Indiana,IN,Same,20823,Below,4,Average,Same,Below,Average,Average,Average,Average,Average,Same,Church,Above,Above,Average,Average,18418,22747,16592
516,Lutheran Hospital Of Indiana,Fort Wayne,Indiana,IN,Same,25093,,2,Higher,Below,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Below,Above,Average,Average,17390,22490,18743
517,Elkhart General Hospital,Elkhart,Indiana,IN,Same,18375,Same,4,Lower,Same,Same,Average,Average,Average,Lower,Average,Above,Government,Same,Above,Average,Average,17609,22946,15263
518,Parkview Regional Medical Center,Fort Wayne,Indiana,IN,Same,23140,Same,4,Lower,Same,Above,Average,Average,Average,Average,Average,Same,Private,Below,Above,Lower,Lower,15931,20628,15209
519,Union Hospital Inc,Terre Haute,Indiana,IN,Same,22048,Same,3,Higher,Same,Same,Average,Average,Average,Average,Average,Below,Private,Same,Above,Lower,Average,17016,22328,17776
520,Eskenazi Health,Indianapolis,Indiana,IN,Same,26773,Above,5,Average,Same,Same,Average,Average,Average,Higher,Average,Above,Government,Above,Above,Lower,Average,19042,18996,15517
521,Goshen General Hospital,Goshen,Indiana,IN,Below,21927,Same,4,Average,Same,Above,Average,Average,Worse,Average,Average,Below,Private,Same,Above,Average,Average,17280,25331,16187
522,St Mary Medical Center Inc,Hobart,,IN,Same,19577,Above,5,Higher,Same,Above,Average,Average,Better,Lower,Better,Same,Private,Above,Below,Average,Average,17910,25233,17860
523,Porter Regional Hospital,Valparaiso,Indiana,IN,Same,19556,Same,4,Higher,Below,Below,Average,Average,Average,Lower,Average,Same,Proprietary,Above,Below,Average,Higher,18614,25466,17687
524,Hancock Regional Hospital,Greenfield,Indiana,IN,Same,21982,Below,3,Higher,Above,Above,Average,Average,Average,Average,Worse,Same,Government,Above,Above,Average,Higher,20687,22783,18554
525,Baptist Health Floyd,New Albany,Indiana,IN,Same,22546,Above,3,Higher,Same,Below,Average,Average,Average,Average,Average,Same,Private,Below,Below,Average,Higher,18088,24155,17836
526,Terre Haute Regional Hospital,Terre Haute,Indiana,IN,Same,26038,Same,2,Average,Above,Same,Average,Average,Average,Higher,Average,Same,Proprietary,Below,Below,Average,Average,17537,23336,17243
527,Reid Health,Richmond,Indiana,IN,Same,21261,Same,5,Average,Same,Same,Average,Average,Average,Lower,Better,Same,Private,Above,Above,Average,Average,17342,23641,16333
528,Iu Health Bloomington Hospital,Bloomington,Indiana,IN,Same,21507,Same,4,Average,Same,Below,Average,Average,Average,Average,Average,Above,Private,Above,Above,Average,Higher,18861,23683,16495
529,Indiana University Health,Indianapolis,Indiana,IN,Same,20972,,4,Average,Below,Below,Average,Average,Average,Lower,Average,Above,Private,Above,Same,Average,Average,17950,23770,16587
530,Memorial Hospital Of South Bend,South Bend,Indiana,IN,Below,19181,Below,4,Average,Same,Same,Average,Average,Worse,Lower,Worse,Same,Private,Same,Above,Lower,Average,17067,21508,15785
531,Riverview Health,Noblesville,Indiana,IN,Same,20473,Below,3,Average,Above,Above,Average,Average,Average,Lower,Average,Same,Government,Below,Above,Average,Average,17047,21510,17633
532,Community Hospital East,Indianapolis,Indiana,IN,Same,20981,Below,4,Higher,Same,Above,Average,Average,Average,Average,Worse,Same,Private,Above,Above,Average,Average,17554,23683,18522
533,Saint Joseph Regional Medical Center - Plymouth,Plymouth,Indiana,IN,Same,20150,Same,4,Average,Above,Above,Average,Average,Average,Average,Average,Same,Church,Same,Above,Average,Average,19063,23886,16287
534,Deaconess Hospital Inc,Evansville,Indiana,IN,Above,20727,Below,3,Average,Above,Above,Average,Average,Average,Lower,Worse,Same,Private,Above,Below,Average,Higher,18300,22796,16220
535,St Vincent Hospital & Health Services,Indianapolis,Indiana,IN,Below,23389,Below,3,Average,Same,Same,Average,Average,Average,Higher,Worse,Same,Church,Below,Above,Lower,Average,18084,22127,16293
536,Highpoint Health,Lawrenceburg,Indiana,IN,Same,22101,Same,3,Average,Above,Above,Average,Average,Average,Average,Average,Same,Government,Below,Below,Average,Average,18320,22497,16990
537,St Vincent Anderson Regional Hospital Inc,Anderson,Indiana,IN,Same,20049,Same,3,Higher,Same,Above,Worse,Average,Average,Lower,Average,Same,Private,Below,Above,Average,Average,17971,22385,18325
538,Indiana University Health Ball Memorial Hospital,Muncie,Indiana,IN,Same,21109,Above,3,Lower,Same,Below,Average,Average,Average,Lower,Average,Above,Private,Below,Above,Average,Higher,18125,22979,15707
539,Franciscan Health Dyer,Dyer,Indiana,IN,Same,20968,Same,3,Higher,Below,Below,Average,Average,Average,Lower,Average,Same,Church,Above,Above,Higher,Average,18438,26442,19082
540,Major Hospital,Shelbyville,Indiana,IN,Same,19762,Same,3,Average,Above,Above,Average,Average,Average,Lower,Average,Below,Government,Below,Below,Average,Average,17865,23055,15361
541,St Vincent Evansville,Evansville,Indiana,IN,Same,18530,Same,3,Average,Above,Above,Average,Average,Average,Lower,Average,Same,Private,Below,Same,Average,Average,17793,23382,17441
542,Witham Health Services,Lebanon,Indiana,IN,Same,24035,Same,4,Average,Above,Above,Average,Average,Average,Higher,Average,Same,Government,Above,Above,Average,Average,16674,24050,15095
543,Franciscan Health Lafayette,Lafayette,Indiana,IN,Same,20038,Same,4,Average,Same,Above,Average,Average,Average,Lower,Average,Above,Church,Below,Above,Lower,Higher,18894,21757,16781
544,Columbus Regional Hospital,Columbus,Indiana,IN,Same,19462,Same,4,Average,Above,Below,Average,Average,Average,Lower,Average,Same,Government,Above,Above,Average,Average,16810,23553,16212
545,Community Hospital Of Anderson And Madison County,Anderson,Indiana,IN,Same,20209,Same,3,Average,Above,Above,Average,Average,Average,Lower,Average,Same,Private,Below,Above,Average,Average,18242,23969,15490
546,Memorial Hospital And Health Care Center,Jasper,Indiana,IN,Same,20053,Same,5,Average,Above,Above,Average,Average,Average,Lower,Average,Same,Church,Above,Above,Average,Higher,18642,24470,17059
547,Community Hospital,Munster,Indiana,IN,Same,21873,Above,4,Higher,Same,Above,Average,Average,Better,Average,Average,Same,Private,Above,Below,Higher,Higher,19593,28240,20428
548,Franciscan Health Crown Point,Crown Point,Indiana,IN,Same,22002,Same,4,Average,Same,Same,Average,Average,Average,Average,Average,Above,Church,Above,Same,Average,Higher,18912,24437,17354
549,Community Hospital South,Indianapolis,Indiana,IN,Same,19128,Same,4,Average,Same,Above,Average,Average,Average,Lower,Worse,Same,Private,Above,Above,Average,Average,17971,22050,16623
550,Kosciusko Community Hospital,Warsaw,Indiana,IN,Above,21120,Same,2,Average,Above,Below,Average,Average,Average,Average,Average,Same,Proprietary,Same,Same,Average,Average,17030,24677,15561
551,Iu Health West Hospital,Avon,Indiana,IN,Same,23813,Above,5,Average,Below,Above,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Above,Average,Average,17041,24073,16828
552,Indiana University Health North Hospital,Carmel,,IN,Same,21414,Same,5,Average,Same,Above,Average,Average,Average,Average,Average,Same,Private,Above,Above,Average,Average,17851,25134,16409
553,Franciscan Health Indianapolis,Indianapolis,,IN,Same,22170,Same,2,Average,Below,Above,Average,Average,Average,Average,Average,Same,Church,Below,Above,Average,Higher,19068,23764,17188
554,Franciscan Health Munster,Munster,Indiana,IN,Same,23301,,3,Average,Above,Same,Average,Average,Average,Average,Average,Same,Private,Above,Below,Average,Lower,15170,24202,16608
555,Community Hospital North,Indianapolis,Indiana,IN,Same,22667,Below,3,Average,Same,Above,Average,Average,Average,Average,Average,Below,Private,Below,Below,Average,Average,18101,24445,17893
556,Indiana University Health Arnett Hospital,Lafayette,Indiana,IN,Same,25445,Below,3,Higher,Below,Same,Average,Average,Worse,Higher,Average,Above,Private,Above,Above,Average,Average,17424,22768,17891
557,Unitypoint Health-marshalltown,Marshalltown,Iowa,IA,Same,19294,Same,3,Average,Same,Below,Average,Average,Average,Lower,Average,Same,Private,Same,Above,Average,Average,17992,24551,18059
558,Trinity Regional Medical Center,Fort Dodge,Iowa,IA,Same,23389,Below,3,Average,Above,Same,Average,Average,Average,Average,Average,Same,Private,Below,Above,Average,Average,17040,25226,16943
559,Iowa Lutheran Hospital,Des Moines,Iowa,IA,Below,18149,Same,3,Lower,Same,Same,Average,Average,Average,Lower,Average,Same,Private,Above,Same,Lower,Lower,15570,20766,14483
560,Chi Health Mercy Council Bluffs,Council Bluffs,Iowa,IA,Same,18386,Same,4,Average,Above,Same,Average,Average,Average,Lower,Average,Same,Private,Above,Below,Average,Lower,16159,24246,16790
561,Mercy Hospital,Iowa City,Iowa,IA,Above,17339,Above,5,Average,Above,Above,Average,Average,Average,Lower,Average,Same,Church,Above,Above,Lower,Lower,16214,21218,15482
562,Mary Greeley Medical Center,Ames,,IA,Same,20960,Same,4,Lower,Above,Above,Worse,Average,Average,Lower,Average,Above,Government,Below,Above,Average,Lower,16406,22543,14646
563,Genesis Medical Center-davenport,Davenport,Iowa,IA,Same,20449,Same,2,Average,Same,Below,Worse,Average,Average,Lower,Average,Above,Private,Below,Below,Average,Average,17170,24514,16803
564,St Lukes Hospital,Cedar Rapids,Iowa,IA,Same,20091,Same,5,Higher,Same,Same,Average,Average,Average,Lower,Average,Above,Private,Above,Above,Average,Higher,18286,25125,17977
565,Methodist Jennie Edmundson,Council Bluffs,Iowa,IA,Below,20560,Same,4,Average,Above,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Below,Average,Average,17260,24980,17391
566,Great River Medical Center,West Burlington,Iowa,IA,Same,20936,Same,2,Average,Above,Below,Average,Average,Average,Lower,Average,Below,Private,Below,Same,Lower,Average,17177,21723,15768
567,University Of Iowa Hospital & Clinics,Iowa City,Iowa,IA,Same,18854,Same,2,Higher,Below,Below,Average,Average,Average,Lower,Average,Above,Government,Same,Below,Average,Average,17428,23446,17744
568,Mercy Medical Center-north Iowa,Mason City,Iowa,IA,Same,20770,Below,4,Higher,Above,Same,Average,Average,Worse,Lower,Average,Same,Private,Above,Above,Higher,Average,17430,25886,18467
569,Covenant Medical Center,Waterloo,Iowa,IA,Below,23128,Same,2,Average,Same,Below,Average,Average,Average,Higher,Average,Same,Church,Below,Same,Average,Average,18454,25565,17405
570,Mercy Medical Center-dubuque,Dubuque,Iowa,IA,Above,22863,Same,4,Average,Above,Above,Average,Average,Average,Average,Average,Same,Church,Same,Above,Average,Average,17970,23372,16683
571,Mercy Medical Center - Cedar Rapids,Cedar Rapids,Iowa,IA,Same,20095,Above,5,Lower,Above,Same,Average,Average,Average,Lower,Better,Same,Church,Same,Above,Lower,Lower,15374,20558,13811
572,Mercy Medical Center-clinton,Clinton,Iowa,IA,Same,23520,Same,4,Average,Above,Same,Average,Average,Average,Average,Average,Same,Private,Above,Same,Average,Average,17529,23292,17817
573,Iowa Methodist Medical Center,Des Moines,Iowa,IA,Below,18671,Below,3,Average,Same,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Lower,Average,17063,21269,16106
574,Mercy Medical Center-des Moines,Des Moines,Iowa,IA,Same,19506,Below,2,Average,Same,Same,Average,Average,Average,Lower,Average,Above,Private,Below,Above,Average,Average,16914,22789,16261
